id,address_line1,address_line2,city,country,created_at,latitude,location_type,longitude,postal_code,province,updated_at
167,411 Market Rd,Unit #06-995,Manila,Philippines,2024-05-30,14.680843,INSURED_ADDRESS,121.020188,810244,Metro Manila,2025-05-22
168,662 Orchard Rd,Unit #18-512,Chiang Mai,Thailand,2023-06-19,18.76797,INSURED_ADDRESS,99.064648,56397,Chiang Mai,2023-08-07
169,911 Park Rd,Unit #88-379,Singapore,Singapore,2023-02-12,1.250388,GARAGE,103.844811,456381,Central,2023-03-19
170,514 Beach Rd,Unit #06-620,Jakarta,Indonesia,2021-01-30,-6.071784,BRANCH_OFFICE,106.774778,963938,DKI Jakarta,2021-06-30
171,944 Park Rd,Unit #17-388,Manila,Philippines,2021-08-19,14.63911,OTHER,120.998151,900941,Metro Manila,2022-03-09
172,378 Beach Rd,Unit #31-180,Penang,Malaysia,2020-10-23,5.402267,BRANCH_OFFICE,100.257909,992663,Penang,2021-06-24
173,267 Market Rd,Unit #38-706,Bangkok,Thailand,2021-09-29,13.737473,BRANCH_OFFICE,100.583633,356723,Bangkok,2022-10-31
174,867 Hill Rd,Unit #68-920,Jakarta,Indonesia,2019-02-19,-6.19305,INSURED_ADDRESS,106.783729,787391,DKI Jakarta,2020-03-17
175,495 Park Rd,Unit #37-975,Surabaya,Indonesia,2022-09-08,-7.295851,GARAGE,112.789338,287033,East Java,2023-06-04
176,786 Market Rd,Unit #03-839,Phuket,Thailand,2020-07-27,7.816592,INSURED_ADDRESS,98.322636,228742,Phuket,2021-03-27
177,995 Beach Rd,Unit #34-262,Johor Bahru,Malaysia,2021-03-26,1.472768,OTHER,103.672441,793968,Johor,2022-03-17
178,968 Hill Rd,Unit #06-799,Jakarta,Indonesia,2024-12-24,-6.207456,INSURED_ADDRESS,106.640359,576310,DKI Jakarta,2025-11-07
179,663 Market Rd,Unit #06-145,Phuket,Thailand,2022-01-30,8.062783,INSURED_ADDRESS,98.204755,195973,Phuket,2023-02-17
180,852 Hill Rd,Unit #74-201,Surabaya,Indonesia,2024-07-11,-7.216314,INSURED_ADDRESS,112.628919,239964,East Java,2025-08-08
181,233 River Rd,Unit #15-124,Phuket,Thailand,2020-06-01,7.992688,OTHER,98.489426,757315,Phuket,2020-07-29
182,232 Market Rd,Unit #18-915,Phuket,Thailand,2022-12-06,7.977425,BRANCH_OFFICE,98.274572,139469,Phuket,2023-01-21
183,392 Main Rd,Unit #78-111,Penang,Malaysia,2024-10-26,5.421328,OTHER,100.369686,888922,Penang,2025-10-12
184,164 Orchard Rd,Unit #42-017,Johor Bahru,Malaysia,2023-01-20,1.485059,ACCIDENT_SITE,103.761179,209008,Johor,2024-02-20
185,593 Orchard Rd,Unit #13-940,Chiang Mai,Thailand,2021-10-08,18.871989,OTHER,99.097251,752762,Chiang Mai,2022-07-20
186,588 Beach Rd,Unit #88-397,Johor Bahru,Malaysia,2020-01-21,1.522867,BRANCH_OFFICE,103.666358,409812,Johor,2020-08-24
187,618 Orchard Rd,Unit #79-943,Surabaya,Indonesia,2024-07-31,-7.246302,GARAGE,112.870069,993373,East Java,2024-11-16
188,380 Beach Rd,Unit #90-046,Phuket,Thailand,2020-12-31,8.021562,INSURED_ADDRESS,98.357195,113442,Phuket,2021-09-27
189,569 Hill Rd,Unit #64-206,Bangkok,Thailand,2021-04-07,13.828297,INSURED_ADDRESS,100.457962,553398,Bangkok,2021-05-31
190,788 Park Rd,Unit #16-878,Jakarta,Indonesia,2019-08-28,-6.29823,INSURED_ADDRESS,106.601368,809199,DKI Jakarta,2020-03-23
191,927 Hill Rd,Unit #80-423,Jakarta,Indonesia,2024-01-27,-6.182151,ACCIDENT_SITE,106.788093,219096,DKI Jakarta,2024-07-08
192,969 Orchard Rd,Unit #57-100,Manila,Philippines,2020-04-09,14.672491,ACCIDENT_SITE,121.08073,152185,Metro Manila,2021-03-24
193,398 Main Rd,Unit #89-689,Surabaya,Indonesia,2024-04-09,-7.346158,GARAGE,112.714201,740706,East Java,2024-10-30
194,190 Park Rd,Unit #01-082,Surabaya,Indonesia,2019-09-08,-7.208745,INSURED_ADDRESS,112.740763,217324,East Java,2020-05-01
195,890 River Rd,Unit #58-157,Chiang Mai,Thailand,2023-07-10,18.884689,INSURED_ADDRESS,99.069296,783701,Chiang Mai,2024-03-13
196,240 Hill Rd,Unit #41-650,Johor Bahru,Malaysia,2022-08-29,1.487001,BRANCH_OFFICE,103.649222,835026,Johor,2023-08-26
197,641 River Rd,Unit #72-161,Bangkok,Thailand,2020-08-27,13.710589,OTHER,100.610319,475713,Bangkok,2021-04-22
198,58 Beach Rd,Unit #88-572,Bangkok,Thailand,2021-07-20,13.828829,ACCIDENT_SITE,100.647466,65032,Bangkok,2021-11-29
199,691 Orchard Rd,Unit #76-838,Jakarta,Indonesia,2022-05-08,-6.072072,GARAGE,106.894281,388471,DKI Jakarta,2023-05-06
200,709 Orchard Rd,Unit #28-067,Manila,Philippines,2019-09-17,14.50564,BRANCH_OFFICE,121.012646,720954,Metro Manila,2020-10-05
201,519 Hill Rd,Unit #81-149,Penang,Malaysia,2019-06-25,5.47236,OTHER,100.249283,368245,Penang,2019-12-27
202,630 Park Rd,Unit #06-696,Chiang Mai,Thailand,2024-05-13,18.74169,BRANCH_OFFICE,98.985705,43049,Chiang Mai,2025-04-13
203,45 Market Rd,Unit #24-229,Jakarta,Indonesia,2020-12-24,-6.298292,GARAGE,106.910296,917611,DKI Jakarta,2021-07-14
204,487 River Rd,Unit #62-220,Jakarta,Indonesia,2021-02-11,-6.041824,ACCIDENT_SITE,106.92049,190793,DKI Jakarta,2022-01-26
205,645 Market Rd,Unit #35-896,Johor Bahru,Malaysia,2019-09-15,1.547523,GARAGE,103.706548,633309,Johor,2020-01-31
206,448 River Rd,Unit #41-123,Phuket,Thailand,2020-03-18,7.988434,INSURED_ADDRESS,98.346868,199902,Phuket,2020-11-26
207,910 River Rd,Unit #79-769,Bangkok,Thailand,2020-09-07,13.72256,BRANCH_OFFICE,100.477653,34145,Bangkok,2021-09-30
208,631 Beach Rd,Unit #71-052,Singapore,Singapore,2020-10-12,1.410178,GARAGE,103.644986,93105,Central,2020-12-08
209,621 Hill Rd,Unit #06-069,Kuala Lumpur,Malaysia,2020-10-25,3.192042,BRANCH_OFFICE,101.728357,152505,Kuala Lumpur,2021-09-27
210,613 Market Rd,Unit #46-841,Johor Bahru,Malaysia,2023-11-11,1.540939,OTHER,103.777409,588401,Johor,2023-12-30
211,745 River Rd,Unit #09-225,Jakarta,Indonesia,2019-06-03,-6.29983,BRANCH_OFFICE,106.626491,969587,DKI Jakarta,2019-10-26
212,220 River Rd,Unit #56-870,Jakarta,Indonesia,2023-06-12,-6.154044,INSURED_ADDRESS,106.999119,310383,DKI Jakarta,2024-04-18
213,827 Orchard Rd,Unit #40-683,Chiang Mai,Thailand,2023-07-01,18.890341,GARAGE,98.96128,230774,Chiang Mai,2024-02-10
214,217 Orchard Rd,Unit #43-697,Chiang Mai,Thailand,2024-08-14,18.700547,OTHER,98.99656,296728,Chiang Mai,2024-12-05
215,337 Beach Rd,Unit #32-970,Kuala Lumpur,Malaysia,2023-10-26,3.159013,BRANCH_OFFICE,101.600064,31695,Kuala Lumpur,2023-12-15
216,233 Hill Rd,Unit #85-957,Surabaya,Indonesia,2019-10-02,-7.222502,BRANCH_OFFICE,112.832039,594536,East Java,2020-10-27
217,820 Main Rd,Unit #30-051,Chiang Mai,Thailand,2021-05-19,18.763662,GARAGE,98.924745,336619,Chiang Mai,2022-03-23
218,416 Park Rd,Unit #25-765,Phuket,Thailand,2019-01-06,7.8765,GARAGE,98.381577,734880,Phuket,2019-03-15
219,311 Beach Rd,Unit #29-461,Johor Bahru,Malaysia,2024-02-05,1.52857,INSURED_ADDRESS,103.705918,731872,Johor,2024-08-11
220,778 Orchard Rd,Unit #69-342,Jakarta,Indonesia,2023-01-01,-6.202585,BRANCH_OFFICE,106.943119,248632,DKI Jakarta,2023-09-09
221,848 Orchard Rd,Unit #26-136,Kuala Lumpur,Malaysia,2021-01-04,3.096844,GARAGE,101.561301,493241,Kuala Lumpur,2021-04-24
222,531 Orchard Rd,Unit #69-897,Penang,Malaysia,2020-07-07,5.395864,INSURED_ADDRESS,100.4728,847752,Penang,2020-08-13
223,685 Park Rd,Unit #70-489,Manila,Philippines,2020-08-28,14.565201,GARAGE,120.917008,524996,Metro Manila,2021-07-11
224,6 Market Rd,Unit #81-751,Manila,Philippines,2024-12-07,14.708725,GARAGE,120.924853,908572,Metro Manila,2025-12-30
225,791 Orchard Rd,Unit #94-112,Penang,Malaysia,2024-08-31,5.415142,GARAGE,100.444417,263171,Penang,2024-09-21
226,537 Main Rd,Unit #32-705,Chiang Mai,Thailand,2020-06-07,18.855727,BRANCH_OFFICE,98.922403,360069,Chiang Mai,2021-04-18
227,907 Orchard Rd,Unit #47-400,Singapore,Singapore,2019-08-15,1.454711,BRANCH_OFFICE,104.071924,937506,Central,2020-05-17
228,597 Hill Rd,Unit #22-413,Surabaya,Indonesia,2024-01-30,-7.313644,OTHER,112.604732,750464,East Java,2024-06-18
229,924 Beach Rd,Unit #73-625,Chiang Mai,Thailand,2020-04-27,18.892004,BRANCH_OFFICE,99.077457,367920,Chiang Mai,2020-07-18
230,645 Park Rd,Unit #10-879,Penang,Malaysia,2019-11-25,5.311197,GARAGE,100.394486,66962,Penang,2020-05-03
231,225 Hill Rd,Unit #55-244,Bangkok,Thailand,2023-04-05,13.623578,OTHER,100.365353,712160,Bangkok,2023-06-11
232,30 Market Rd,Unit #30-587,Bangkok,Thailand,2022-07-28,13.854423,BRANCH_OFFICE,100.370887,784672,Bangkok,2023-03-04
233,862 Park Rd,Unit #56-999,Chiang Mai,Thailand,2021-07-30,18.859677,OTHER,99.09028,761567,Chiang Mai,2022-07-14
234,468 Park Rd,Unit #05-032,Chiang Mai,Thailand,2022-09-21,18.851113,ACCIDENT_SITE,98.978031,186076,Chiang Mai,2023-09-17
235,916 Park Rd,Unit #74-077,Jakarta,Indonesia,2020-05-06,-6.297719,ACCIDENT_SITE,106.722648,968273,DKI Jakarta,2021-04-26
236,829 Hill Rd,Unit #55-427,Phuket,Thailand,2022-09-17,7.848837,ACCIDENT_SITE,98.241055,350215,Phuket,2023-07-09
237,973 Market Rd,Unit #83-424,Jakarta,Indonesia,2023-12-12,-6.173078,INSURED_ADDRESS,106.959548,793181,DKI Jakarta,2024-12-24
238,451 Main Rd,Unit #83-481,Bangkok,Thailand,2021-01-14,13.717749,INSURED_ADDRESS,100.51975,76397,Bangkok,2022-01-26
239,725 Hill Rd,Unit #42-142,Penang,Malaysia,2021-05-27,5.482133,OTHER,100.415629,595432,Penang,2022-02-12
240,704 Park Rd,Unit #64-096,Singapore,Singapore,2019-12-05,1.364137,OTHER,104.096089,130764,Central,2020-03-31
241,868 Market Rd,Unit #45-739,Phuket,Thailand,2021-03-04,7.838642,BRANCH_OFFICE,98.451997,890432,Phuket,2022-03-07
242,578 Hill Rd,Unit #82-463,Singapore,Singapore,2023-07-20,1.374034,GARAGE,104.05399,453745,Central,2024-04-09
243,721 Orchard Rd,Unit #04-018,Johor Bahru,Malaysia,2020-12-17,1.480024,OTHER,103.760205,466231,Johor,2021-02-23
244,828 Park Rd,Unit #39-663,Chiang Mai,Thailand,2024-08-17,18.856892,OTHER,98.908459,871627,Chiang Mai,2024-09-15
245,919 Main Rd,Unit #11-456,Surabaya,Indonesia,2024-01-12,-7.235688,ACCIDENT_SITE,112.778642,776463,East Java,2024-04-06
246,500 Market Rd,Unit #87-916,Bangkok,Thailand,2021-10-13,13.706383,OTHER,100.317608,595302,Bangkok,2022-01-21
247,737 River Rd,Unit #01-350,Jakarta,Indonesia,2021-05-23,-6.08558,INSURED_ADDRESS,106.643184,270702,DKI Jakarta,2022-01-31
248,914 Hill Rd,Unit #12-336,Manila,Philippines,2022-07-03,14.732577,GARAGE,120.976232,626931,Metro Manila,2023-06-30
249,462 Hill Rd,Unit #40-787,Chiang Mai,Thailand,2019-04-30,18.798006,GARAGE,98.988619,241454,Chiang Mai,2020-02-26
250,610 Market Rd,Unit #57-954,Penang,Malaysia,2020-12-09,5.32557,ACCIDENT_SITE,100.462386,986208,Penang,2021-10-10
251,657 Beach Rd,Unit #96-171,Phuket,Thailand,2022-04-17,8.029247,BRANCH_OFFICE,98.272869,187965,Phuket,2023-03-23
252,262 Hill Rd,Unit #69-753,Kuala Lumpur,Malaysia,2024-09-30,3.157326,BRANCH_OFFICE,101.790086,852955,Kuala Lumpur,2025-09-13
253,396 Main Rd,Unit #02-561,Bangkok,Thailand,2024-05-23,13.613593,ACCIDENT_SITE,100.31192,867556,Bangkok,2025-06-03
254,430 Park Rd,Unit #26-302,Singapore,Singapore,2021-03-08,1.350698,OTHER,103.607522,157667,Central,2021-10-24
255,690 Hill Rd,Unit #83-565,Phuket,Thailand,2020-01-31,7.980637,INSURED_ADDRESS,98.435218,303948,Phuket,2020-11-13
256,965 Park Rd,Unit #99-383,Jakarta,Indonesia,2019-10-24,-6.272973,ACCIDENT_SITE,106.997474,514858,DKI Jakarta,2020-05-20
257,702 Orchard Rd,Unit #09-480,Manila,Philippines,2023-07-10,14.583073,GARAGE,120.930746,233698,Metro Manila,2023-11-10
258,98 Park Rd,Unit #88-020,Bangkok,Thailand,2024-09-09,13.899034,INSURED_ADDRESS,100.48508,354492,Bangkok,2025-04-05
259,47 Park Rd,Unit #79-716,Chiang Mai,Thailand,2021-05-28,18.725211,GARAGE,98.906287,77538,Chiang Mai,2022-01-12
260,597 Main Rd,Unit #81-192,Phuket,Thailand,2021-11-09,7.855093,OTHER,98.23173,746578,Phuket,2022-02-21
261,232 Beach Rd,Unit #97-564,Singapore,Singapore,2022-11-11,1.446833,ACCIDENT_SITE,103.657267,199721,Central,2023-02-11
262,91 Market Rd,Unit #36-499,Jakarta,Indonesia,2019-08-31,-6.259419,GARAGE,106.978206,696642,DKI Jakarta,2020-01-17
263,635 River Rd,Unit #51-167,Manila,Philippines,2022-02-04,14.561985,INSURED_ADDRESS,121.093072,605055,Metro Manila,2022-03-20
264,655 Orchard Rd,Unit #93-319,Surabaya,Indonesia,2023-07-28,-7.159926,ACCIDENT_SITE,112.78531,699978,East Java,2023-10-21
265,90 Hill Rd,Unit #44-190,Surabaya,Indonesia,2022-06-08,-7.283592,BRANCH_OFFICE,112.851632,634893,East Java,2023-03-05
266,957 Hill Rd,Unit #87-026,Johor Bahru,Malaysia,2020-11-01,1.454861,OTHER,103.699444,440883,Johor,2021-10-08
267,700 Orchard Rd,Unit #31-152,Kuala Lumpur,Malaysia,2022-12-13,3.193827,INSURED_ADDRESS,101.79159,168100,Kuala Lumpur,2023-11-25
268,836 Beach Rd,Unit #88-647,Manila,Philippines,2020-09-23,14.749285,INSURED_ADDRESS,120.969221,197315,Metro Manila,2021-10-05
269,739 River Rd,Unit #76-217,Chiang Mai,Thailand,2020-01-10,18.785653,OTHER,98.903381,346635,Chiang Mai,2020-11-10
270,743 Hill Rd,Unit #75-653,Phuket,Thailand,2024-09-30,7.898645,GARAGE,98.256513,200514,Phuket,2025-09-19
271,478 Beach Rd,Unit #02-184,Jakarta,Indonesia,2023-02-28,-6.203671,GARAGE,106.619818,376754,DKI Jakarta,2024-01-07
272,63 Beach Rd,Unit #23-118,Kuala Lumpur,Malaysia,2023-12-30,3.070722,BRANCH_OFFICE,101.551994,808683,Kuala Lumpur,2024-03-15
273,879 Orchard Rd,Unit #25-318,Kuala Lumpur,Malaysia,2020-07-09,3.088099,BRANCH_OFFICE,101.651849,316975,Kuala Lumpur,2020-08-05
274,70 Beach Rd,Unit #89-126,Singapore,Singapore,2024-04-02,1.274865,BRANCH_OFFICE,103.726819,831363,Central,2024-11-23
275,518 Hill Rd,Unit #09-185,Kuala Lumpur,Malaysia,2020-08-30,3.207724,INSURED_ADDRESS,101.66729,342039,Kuala Lumpur,2021-03-01
276,831 Market Rd,Unit #76-901,Bangkok,Thailand,2022-08-05,13.712704,BRANCH_OFFICE,100.450754,901286,Bangkok,2023-07-31
277,224 Main Rd,Unit #20-606,Kuala Lumpur,Malaysia,2022-08-14,3.168506,GARAGE,101.579256,341145,Kuala Lumpur,2023-03-22
278,654 Park Rd,Unit #62-251,Phuket,Thailand,2024-08-01,7.853298,GARAGE,98.478421,556078,Phuket,2025-03-25
279,251 Park Rd,Unit #31-564,Singapore,Singapore,2021-01-05,1.300441,ACCIDENT_SITE,103.623207,990751,Central,2021-06-02
280,774 Beach Rd,Unit #93-380,Johor Bahru,Malaysia,2019-06-27,1.499301,OTHER,103.618994,185162,Johor,2020-02-08
281,703 Beach Rd,Unit #64-262,Johor Bahru,Malaysia,2024-02-17,1.452159,OTHER,103.600769,379039,Johor,2024-08-02
282,356 River Rd,Unit #31-015,Surabaya,Indonesia,2020-03-10,-7.230999,INSURED_ADDRESS,112.742118,980409,East Java,2020-12-28
283,626 Park Rd,Unit #56-894,Kuala Lumpur,Malaysia,2022-08-18,3.207479,BRANCH_OFFICE,101.581512,153578,Kuala Lumpur,2023-02-20
284,416 Main Rd,Unit #65-336,Kuala Lumpur,Malaysia,2022-07-04,3.186254,BRANCH_OFFICE,101.636569,396131,Kuala Lumpur,2022-09-03
285,324 Beach Rd,Unit #09-321,Penang,Malaysia,2023-11-16,5.395044,INSURED_ADDRESS,100.202893,138164,Penang,2024-02-28
286,380 River Rd,Unit #22-575,Penang,Malaysia,2024-02-19,5.455296,GARAGE,100.289262,873906,Penang,2024-12-23
287,600 Orchard Rd,Unit #29-843,Surabaya,Indonesia,2023-10-08,-7.340601,GARAGE,112.694687,103774,East Java,2024-05-21
288,376 Beach Rd,Unit #38-462,Penang,Malaysia,2023-10-29,5.364351,INSURED_ADDRESS,100.462145,100123,Penang,2023-12-24
289,278 River Rd,Unit #15-542,Penang,Malaysia,2021-11-27,5.474472,OTHER,100.278989,251085,Penang,2022-11-18
290,198 Park Rd,Unit #82-895,Jakarta,Indonesia,2020-04-06,-6.084762,BRANCH_OFFICE,106.842017,34318,DKI Jakarta,2020-10-11
291,52 River Rd,Unit #02-153,Phuket,Thailand,2023-04-12,7.957752,OTHER,98.229765,428755,Phuket,2023-08-10
292,778 Market Rd,Unit #38-878,Manila,Philippines,2020-08-15,14.576598,INSURED_ADDRESS,120.981412,202588,Metro Manila,2020-12-18
293,61 Main Rd,Unit #65-539,Penang,Malaysia,2024-03-13,5.434893,GARAGE,100.238071,337115,Penang,2024-10-03
294,259 Main Rd,Unit #52-818,Surabaya,Indonesia,2020-01-04,-7.349034,ACCIDENT_SITE,112.754847,34266,East Java,2020-03-16
295,453 Orchard Rd,Unit #92-055,Manila,Philippines,2023-07-15,14.645501,ACCIDENT_SITE,121.040811,71404,Metro Manila,2024-03-02
296,31 Main Rd,Unit #93-901,Kuala Lumpur,Malaysia,2024-02-21,3.162312,INSURED_ADDRESS,101.680593,220243,Kuala Lumpur,2024-04-15
297,453 Park Rd,Unit #35-810,Surabaya,Indonesia,2023-08-02,-7.174136,OTHER,112.865162,317706,East Java,2024-05-17
298,266 Hill Rd,Unit #03-356,Surabaya,Indonesia,2023-07-18,-7.189726,ACCIDENT_SITE,112.761052,866223,East Java,2024-02-20
299,982 River Rd,Unit #44-229,Chiang Mai,Thailand,2019-11-12,18.884253,GARAGE,99.025737,565859,Chiang Mai,2020-03-06
300,266 River Rd,Unit #86-484,Phuket,Thailand,2022-12-14,7.980739,ACCIDENT_SITE,98.429026,417826,Phuket,2023-08-14
301,283 River Rd,Unit #54-266,Bangkok,Thailand,2020-04-30,13.600942,INSURED_ADDRESS,100.30683,524414,Bangkok,2021-06-03
302,304 Hill Rd,Unit #10-861,Manila,Philippines,2021-01-30,14.744675,GARAGE,121.006015,537700,Metro Manila,2021-09-23
303,975 Market Rd,Unit #02-322,Bangkok,Thailand,2024-01-15,13.887098,INSURED_ADDRESS,100.430949,724931,Bangkok,2024-08-31
304,31 Orchard Rd,Unit #96-424,Surabaya,Indonesia,2021-01-03,-7.348427,OTHER,112.775354,843317,East Java,2021-04-18
305,228 Market Rd,Unit #84-049,Penang,Malaysia,2020-04-27,5.472236,GARAGE,100.24802,819924,Penang,2020-11-21
306,874 Main Rd,Unit #15-634,Singapore,Singapore,2022-09-19,1.258491,INSURED_ADDRESS,103.78712,364046,Central,2023-03-24
307,406 River Rd,Unit #10-720,Surabaya,Indonesia,2020-06-26,-7.152803,INSURED_ADDRESS,112.629337,114726,East Java,2020-10-06
308,791 Park Rd,Unit #62-505,Surabaya,Indonesia,2019-01-31,-7.313933,ACCIDENT_SITE,112.878301,462378,East Java,2019-07-14
309,14 Main Rd,Unit #22-812,Jakarta,Indonesia,2021-01-08,-6.123305,INSURED_ADDRESS,106.700781,267618,DKI Jakarta,2021-12-14
310,16 Park Rd,Unit #42-234,Phuket,Thailand,2022-12-20,7.884414,BRANCH_OFFICE,98.412613,191890,Phuket,2023-01-04
311,791 Market Rd,Unit #10-788,Kuala Lumpur,Malaysia,2022-06-14,3.107406,BRANCH_OFFICE,101.604798,186389,Kuala Lumpur,2022-11-07
312,987 Hill Rd,Unit #45-900,Singapore,Singapore,2024-01-23,1.319045,BRANCH_OFFICE,103.787588,278862,Central,2024-12-31
313,17 Hill Rd,Unit #66-463,Johor Bahru,Malaysia,2019-11-29,1.541122,OTHER,103.728475,688473,Johor,2020-10-18
314,269 Orchard Rd,Unit #52-602,Singapore,Singapore,2022-06-15,1.353473,GARAGE,104.011179,175397,Central,2023-05-03
315,56 Park Rd,Unit #20-423,Jakarta,Indonesia,2020-04-13,-6.018155,GARAGE,106.909884,54597,DKI Jakarta,2020-12-22
316,535 Beach Rd,Unit #63-922,Surabaya,Indonesia,2021-11-02,-7.273703,ACCIDENT_SITE,112.795288,95168,East Java,2022-05-02
317,291 Park Rd,Unit #10-133,Phuket,Thailand,2024-12-06,8.042039,GARAGE,98.381296,619722,Phuket,2025-07-12
318,759 Beach Rd,Unit #85-233,Phuket,Thailand,2019-10-03,7.844038,ACCIDENT_SITE,98.385082,923011,Phuket,2020-03-17
319,728 Orchard Rd,Unit #41-231,Jakarta,Indonesia,2021-11-21,-6.061379,ACCIDENT_SITE,106.722941,698545,DKI Jakarta,2022-01-31
320,361 River Rd,Unit #25-995,Kuala Lumpur,Malaysia,2019-11-18,3.222776,GARAGE,101.698272,48838,Kuala Lumpur,2020-04-13
321,709 River Rd,Unit #91-615,Kuala Lumpur,Malaysia,2023-04-15,3.171616,INSURED_ADDRESS,101.634487,919064,Kuala Lumpur,2023-09-16
322,696 Beach Rd,Unit #99-141,Johor Bahru,Malaysia,2019-08-21,1.522641,INSURED_ADDRESS,103.791716,93810,Johor,2020-05-29
323,30 Orchard Rd,Unit #47-139,Surabaya,Indonesia,2021-08-29,-7.326347,ACCIDENT_SITE,112.649473,647859,East Java,2022-08-01
324,434 Main Rd,Unit #58-011,Bangkok,Thailand,2022-06-22,13.843258,GARAGE,100.636143,480715,Bangkok,2023-04-05
325,622 River Rd,Unit #34-643,Bangkok,Thailand,2022-08-13,13.766119,OTHER,100.377923,492351,Bangkok,2023-08-23
326,194 Orchard Rd,Unit #98-818,Manila,Philippines,2023-09-30,14.672185,INSURED_ADDRESS,120.900027,551343,Metro Manila,2024-08-20
327,485 Hill Rd,Unit #91-305,Kuala Lumpur,Malaysia,2019-06-03,3.176035,ACCIDENT_SITE,101.571204,148701,Kuala Lumpur,2020-05-05
328,77 Beach Rd,Unit #14-338,Kuala Lumpur,Malaysia,2024-12-25,3.19372,OTHER,101.696431,312321,Kuala Lumpur,2025-12-03
329,207 River Rd,Unit #16-052,Singapore,Singapore,2023-12-27,1.434079,OTHER,104.02904,72237,Central,2024-03-24
330,904 Park Rd,Unit #39-830,Johor Bahru,Malaysia,2021-03-05,1.451988,GARAGE,103.64903,171357,Johor,2021-04-07
331,534 Market Rd,Unit #79-862,Bangkok,Thailand,2020-07-27,13.706132,ACCIDENT_SITE,100.512178,501408,Bangkok,2021-01-23
332,554 Park Rd,Unit #20-302,Bangkok,Thailand,2020-01-05,13.894518,INSURED_ADDRESS,100.511852,939409,Bangkok,2020-09-10
333,415 Hill Rd,Unit #71-216,Penang,Malaysia,2023-05-19,5.416206,OTHER,100.310878,286377,Penang,2023-08-22
